bar,equity
3656,98043.99999999987
3657,98043.99999999987
3658,98043.99999999987
3659,98043.99999999987
3660,98043.99999999987
3661,98043.99999999987
3662,98043.99999999987
3663,98043.99999999987
3664,98043.99999999987
3665,98043.99999999987
3666,98043.99999999987
3667,98043.99999999987
3668,98043.99999999987
3669,98043.99999999987
3670,98043.99999999987
3671,98043.99999999987
3672,98043.99999999987
3673,98043.99999999987
3674,98043.99999999987
3675,98043.99999999987
3676,98043.99999999987
3677,98043.99999999987
3678,98043.99999999987
3679,98043.99999999987
3680,98043.99999999987
3681,98043.99999999987
3682,98043.99999999987
3683,98043.99999999987
3684,98043.99999999987
3685,98043.99999999987
3686,98043.99999999987
3687,98043.99999999987
3688,98043.99999999987
3689,98043.99999999987
3690,98043.99999999987
3691,98043.99999999987
3692,98043.99999999987
3693,98043.99999999987
3694,98043.99999999987
3695,98043.99999999987
3696,98043.99999999987
3697,98043.99999999987
3698,98043.99999999987
3699,98043.99999999987
3700,98043.99999999987
3701,98043.99999999987
3702,98043.99999999987
3703,98043.99999999987
3704,98043.99999999987
3705,98043.99999999987
3706,98043.99999999987
3707,98043.99999999987
3708,98043.99999999987
3709,98043.99999999987
3710,98043.99999999987
3711,98043.99999999987
3712,98043.99999999987
3713,98043.99999999987
3714,98043.99999999987
3715,98043.99999999987
3716,98043.99999999987
3717,98043.99999999987
3718,98043.99999999987
3719,98043.99999999987
3720,98043.99999999987
3721,98043.99999999987
3722,98043.99999999987
3723,98043.99999999987
3724,98043.99999999987
3725,98043.99999999987
3726,98043.99999999987
3727,98043.99999999987
3728,98043.99999999987
3729,98043.99999999987
3730,98043.99999999987
3731,98043.99999999987
3732,98043.99999999987
3733,98043.99999999987
3734,98043.99999999987
3735,98043.99999999987
3736,98043.99999999987
3737,98043.99999999987
3738,98043.99999999987
3739,98043.99999999987
3740,98043.99999999987
3741,98043.99999999987
3742,98043.99999999987
3743,98043.99999999987
3744,98043.99999999987
3745,98043.99999999987
3746,98043.99999999987
3747,98043.99999999987
3748,98043.99999999987
3749,98043.99999999987
3750,98043.99999999987
3751,98043.99999999987
3752,98043.99999999987
3753,98043.99999999987
3754,98043.99999999987
3755,98043.99999999987
3756,98043.99999999987
3757,98043.99999999987
3758,98043.99999999987
3759,98043.99999999987
3760,98043.99999999987
3761,98043.99999999987
3762,98043.99999999987
3763,98043.99999999987
3764,98043.99999999987
3765,98043.99999999987
3766,98043.99999999987
3767,98043.99999999987
3768,98043.99999999987
3769,98043.99999999987
3770,98043.99999999987
3771,98043.99999999987
3772,98043.99999999987
3773,98043.99999999987
3774,98043.99999999987
3775,98043.99999999987
3776,98043.99999999987
3777,98043.99999999987
3778,98043.99999999987
3779,98043.99999999987
3780,98043.99999999987
3781,98043.99999999987
3782,98043.99999999987
3783,98043.99999999987
3784,98043.99999999987
3785,98043.99999999987
3786,98043.99999999987
3787,98043.99999999987
3788,98043.99999999987
3789,98043.99999999987
3790,98043.99999999987
3791,98043.99999999987
3792,98043.99999999987
3793,98043.99999999987
3794,98043.99999999987
3795,98043.99999999987
3796,98043.99999999987
3797,98043.99999999987
3798,98043.99999999987
3799,98043.99999999987
3800,98043.99999999987
3801,98043.99999999987
3802,98043.99999999987
3803,98043.99999999987
3804,98043.99999999987
3805,98043.99999999987
3806,98043.99999999987
3807,98043.99999999987
3808,98043.99999999987
3809,98043.99999999987
3810,98043.99999999987
3811,98043.99999999987
3812,98043.99999999987
3813,98043.99999999987
3814,98043.99999999987
3815,98043.99999999987
3816,98043.99999999987
3817,98043.99999999987
3818,98043.99999999987
3819,98043.99999999987
3820,98043.99999999987
3821,98043.99999999987
3822,98043.99999999987
3823,98043.99999999987
3824,98043.99999999987
3825,98043.99999999987
3826,98043.99999999987
3827,98043.99999999987
3828,98043.99999999987
3829,98043.99999999987
3830,98043.99999999987
3831,98043.99999999987
3832,98043.99999999987
3833,98043.99999999987
3834,98043.99999999987
3835,98043.99999999987
3836,98043.99999999987
3837,98043.99999999987
3838,98043.99999999987
3839,98043.99999999987
3840,98043.99999999987
3841,98043.99999999987
3842,98043.99999999987
3843,98043.99999999987
3844,98043.99999999987
3845,98043.99999999987
3846,98043.99999999987
3847,98043.99999999987
3848,98043.99999999987
3849,98043.99999999987
3850,98043.99999999987
3851,98043.99999999987
3852,98043.99999999987
3853,98043.99999999987
3854,98043.99999999987
3855,98043.99999999987
3856,98043.99999999987
3857,98043.99999999987
3858,98043.99999999987
3859,98043.99999999987
3860,98043.99999999987
3861,98043.99999999987
3862,98043.99999999987
3863,98043.99999999987
3864,98043.99999999987
3865,98043.99999999987
3866,98043.99999999987
3867,98043.99999999987
3868,98043.99999999987
3869,98043.99999999987
3870,98043.99999999987
3871,98043.99999999987
3872,98043.99999999987
3873,98043.99999999987
3874,98043.99999999987
3875,98043.99999999987
3876,98043.99999999987
3877,98043.99999999987
3878,98043.99999999987
3879,98043.99999999987
3880,98043.99999999987
3881,98043.99999999987
3882,98043.99999999987
3883,98043.99999999987
3884,98043.99999999987
3885,98043.99999999987
3886,98043.99999999987
3887,98043.99999999987
3888,98043.99999999987
3889,98043.99999999987
3890,98043.99999999987
3891,98043.99999999987
3892,98043.99999999987
3893,98043.99999999987
3894,98043.99999999987
3895,98043.99999999987
3896,98043.99999999987
3897,98043.99999999987
3898,98043.99999999987
3899,98043.99999999987
3900,98043.99999999987
3901,98043.99999999987
3902,98043.99999999987
3903,98043.99999999987
3904,98043.99999999987
3905,98043.99999999987
3906,98043.99999999987
3907,98043.99999999987
3908,98043.99999999987
3909,98043.99999999987
3910,98043.99999999987
3911,98043.99999999987
3912,98043.99999999987
3913,98043.99999999987
3914,98043.99999999987
3915,98043.99999999987
3916,98043.99999999987
3917,98043.99999999987
3918,98043.99999999987
3919,98043.99999999987
3920,98043.99999999987
3921,98043.99999999987
3922,98043.99999999987
3923,98043.99999999987
3924,98043.99999999987
3925,98043.99999999987
3926,98043.99999999987
3927,98043.99999999987
3928,98043.99999999987
3929,98043.99999999987
3930,98043.99999999987
3931,98043.99999999987
3932,98043.99999999987
3933,98043.99999999987
3934,98043.99999999987
3935,98043.99999999987
3936,98043.99999999987
3937,98043.99999999987
3938,98043.99999999987
3939,98043.99999999987
3940,98043.99999999987
3941,98043.99999999987
3942,98043.99999999987
3943,98043.99999999987
3944,98043.99999999987
3945,98043.99999999987
3946,98043.99999999987
3947,98043.99999999987
3948,98043.99999999987
3949,98043.99999999987
3950,98043.99999999987
3951,98043.99999999987
3952,98043.99999999987
3953,98043.99999999987
3954,98043.99999999987
3955,98043.99999999987
3956,98043.99999999987
3957,98043.99999999987
3958,98043.99999999987
3959,98043.99999999987
3960,98043.99999999987
3961,98043.99999999987
3962,98043.99999999987
3963,98043.99999999987
3964,98043.99999999987
3965,98043.99999999987
3966,98043.99999999987
3967,98043.99999999987
3968,98043.99999999987
3969,98043.99999999987
3970,98043.99999999987
3971,98043.99999999987
3972,98043.99999999987
3973,98043.99999999987
3974,98043.99999999987
3975,98043.99999999987
3976,98043.99999999987
3977,98043.99999999987
3978,98043.99999999987
3979,98043.99999999987
3980,98043.99999999987
3981,98043.99999999987
3982,98043.99999999987
3983,98043.99999999987
3984,98043.99999999987
3985,98043.99999999987
3986,98043.99999999987
3987,98043.99999999987
3988,98043.99999999987
3989,98043.99999999987
3990,98043.99999999987
3991,98043.99999999987
3992,98043.99999999987
3993,98043.99999999987
3994,98043.99999999987
3995,98043.99999999987
3996,98043.99999999987
3997,98043.99999999987
3998,98043.99999999987
3999,98043.99999999987
4000,98043.99999999987
4001,98043.99999999987
4002,98043.99999999987
4003,98043.99999999987
4004,98043.99999999987
4005,98043.99999999987
4006,98043.99999999987
4007,98043.99999999987
4008,98043.99999999987
4009,98043.99999999987
4010,98043.99999999987
4011,98043.99999999987
4012,98043.99999999987
4013,98043.99999999987
4014,98043.99999999987
4015,98043.99999999987
4016,98043.99999999987
4017,98043.99999999987
4018,98043.99999999987
4019,98043.99999999987
4020,98043.99999999987
4021,98043.99999999987
4022,98043.99999999987
4023,98043.99999999987
4024,98043.99999999987
4025,98043.99999999987
4026,98043.99999999987
4027,98043.99999999987
4028,98043.99999999987
4029,98043.99999999987
4030,98043.99999999987
4031,98043.99999999987
4032,98043.99999999987
4033,98043.99999999987
4034,98043.99999999987
4035,98043.99999999987
4036,98043.99999999987
4037,98043.99999999987
4038,98043.99999999987
4039,98043.99999999987
4040,98043.99999999987
4041,98043.99999999987
4042,98043.99999999987
4043,98043.99999999987
4044,98043.99999999987
4045,98043.99999999987
4046,98043.99999999987
4047,98043.99999999987
4048,98043.99999999987
4049,98043.99999999987
4050,98043.99999999987
4051,98043.99999999987
4052,98043.99999999987
4053,98043.99999999987
4054,98043.99999999987
4055,98043.99999999987
4056,98043.99999999987
4057,98043.99999999987
4058,98043.99999999987
4059,98043.99999999987
4060,98043.99999999987
4061,98043.99999999987
4062,98043.99999999987
4063,98043.99999999987
4064,98043.99999999987
4065,98043.99999999987
4066,98043.99999999987
4067,98043.99999999987
4068,98043.99999999987
4069,98043.99999999987
4070,98043.99999999987
4071,98043.99999999987
4072,98043.99999999987
4073,98043.99999999987
4074,98043.99999999987
4075,98043.99999999987
4076,98043.99999999987
4077,98043.99999999987
4078,98043.99999999987
4079,98043.99999999987
4080,98043.99999999987
4081,98043.99999999987
4082,98043.99999999987
4083,98043.99999999987
4084,98043.99999999987
4085,98043.99999999987
4086,98043.99999999987
4087,98043.99999999987
4088,98043.99999999987
4089,98043.99999999987
4090,98043.99999999987
4091,98043.99999999987
4092,98043.99999999987
4093,98043.99999999987
4094,98043.99999999987
4095,98043.99999999987
4096,98043.99999999987
4097,98043.99999999987
4098,98043.99999999987
4099,98043.99999999987
4100,98043.99999999987
4101,98043.99999999987
4102,98043.99999999987
4103,98043.99999999987
4104,98043.99999999987
4105,98043.99999999987
4106,98043.99999999987
4107,98043.99999999987
4108,98043.99999999987
4109,98043.99999999987
4110,98043.99999999987
4111,98043.99999999987
4112,98043.99999999987
4113,98043.99999999987
4114,98043.99999999987
4115,98043.99999999987
4116,98043.99999999987
4117,98043.99999999987
4118,98043.99999999987
4119,98043.99999999987
4120,98043.99999999987
4121,98043.99999999987
4122,98043.99999999987
4123,98043.99999999987
4124,98043.99999999987
4125,98043.99999999987
4126,98043.99999999987
4127,98043.99999999987
4128,98043.99999999987
4129,98043.99999999987
4130,98043.99999999987
4131,98043.99999999987
4132,98043.99999999987
4133,98043.99999999987
4134,98043.99999999987
4135,98043.99999999987
4136,98043.99999999987
4137,98043.99999999987
4138,98043.99999999987
4139,98043.99999999987
4140,98043.99999999987
4141,98043.99999999987
4142,98043.99999999987
4143,98043.99999999987
4144,98043.99999999987
4145,98043.99999999987
4146,98043.99999999987
4147,98043.99999999987
4148,98043.99999999987
4149,98043.99999999987
4150,98043.99999999987
4151,98043.99999999987
4152,98043.99999999987
4153,98043.99999999987
4154,98043.99999999987
4155,98043.99999999987
4156,98043.99999999987
4157,98043.99999999987
4158,98043.99999999987
4159,98043.99999999987
4160,98043.99999999987
4161,98043.99999999987
4162,98043.99999999987
4163,98043.99999999987
4164,98043.99999999987
4165,98043.99999999987
4166,98043.99999999987
4167,98043.99999999987
4168,98043.99999999987
4169,98043.99999999987
4170,98043.99999999987
4171,98043.99999999987
4172,98043.99999999987
4173,98043.99999999987
4174,98043.99999999987
4175,98043.99999999987
4176,98043.99999999987
4177,98043.99999999987
4178,98043.99999999987
4179,98043.99999999987
4180,98043.99999999987
4181,98043.99999999987
4182,98043.99999999987
4183,98043.99999999987
4184,98043.99999999987
4185,98043.99999999987
4186,98043.99999999987
4187,98043.99999999987
4188,98043.99999999987
4189,98043.99999999987
4190,98043.99999999987
4191,98043.99999999987
4192,98043.99999999987
4193,98043.99999999987
4194,98043.99999999987
4195,98043.99999999987
4196,98043.99999999987
4197,98043.99999999987
4198,98043.99999999987
4199,98043.99999999987
4200,98043.99999999987
4201,98043.99999999987
4202,98043.99999999987
4203,98043.99999999987
4204,98043.99999999987
4205,98043.99999999987
4206,98043.99999999987
4207,98043.99999999987
4208,98043.99999999987
4209,98043.99999999987
4210,98043.99999999987
4211,98043.99999999987
4212,98043.99999999987
4213,98043.99999999987
4214,98043.99999999987
4215,98043.99999999987
4216,98043.99999999987
4217,98043.99999999987
4218,98043.99999999987
4219,98043.99999999987
4220,98043.99999999987
4221,98043.99999999987
4222,98043.99999999987
4223,98043.99999999987
4224,98043.99999999987
4225,98043.99999999987
4226,98043.99999999987
4227,98043.99999999987
4228,98043.99999999987
4229,98043.99999999987
4230,98043.99999999987
4231,98043.99999999987
4232,98043.99999999987
4233,98043.99999999987
4234,98043.99999999987
4235,98043.99999999987
4236,98043.99999999987
4237,98043.99999999987
4238,98043.99999999987
4239,98043.99999999987
4240,98043.99999999987
4241,98043.99999999987
4242,98043.99999999987
4243,98043.99999999987
4244,98043.99999999987
4245,98043.99999999987
4246,98043.99999999987
4247,98043.99999999987
4248,98043.99999999987
4249,98043.99999999987
4250,98043.99999999987
4251,98043.99999999987
4252,98043.99999999987
4253,98043.99999999987
4254,98043.99999999987
4255,98043.99999999987
4256,98043.99999999987
4257,98043.99999999987
4258,98043.99999999987
4259,98043.99999999987
4260,98043.99999999987
4261,98043.99999999987
4262,98043.99999999987
4263,98043.99999999987
4264,98043.99999999987
4265,98043.99999999987
4266,98043.99999999987
4267,98043.99999999987
4268,98043.99999999987
4269,98043.99999999987
4270,98043.99999999987
4271,98043.99999999987
4272,98043.99999999987
4273,98043.99999999987
4274,98043.99999999987
4275,98043.99999999987
4276,98043.99999999987
4277,98043.99999999987
4278,98043.99999999987
4279,98043.99999999987
4280,98043.99999999987
4281,98043.99999999987
4282,98043.99999999987
4283,98043.99999999987
4284,98043.99999999987
4285,98043.99999999987
4286,98043.99999999987
4287,98043.99999999987
4288,98043.99999999987
4289,98043.99999999987
4290,98043.99999999987
4291,98043.99999999987
4292,98043.99999999987
4293,98043.99999999987
4294,98043.99999999987
4295,98043.99999999987
4296,98043.99999999987
4297,98043.99999999987
4298,98043.99999999987
4299,98043.99999999987
4300,98043.99999999987
4301,98043.99999999987
4302,98043.99999999987
4303,98043.99999999987
4304,98043.99999999987
4305,98043.99999999987
4306,98043.99999999987
4307,98043.99999999987
4308,98043.99999999987
4309,98043.99999999987
4310,98043.99999999987
4311,98043.99999999987
4312,98043.99999999987
4313,98043.99999999987
4314,98043.99999999987
4315,98043.99999999987
4316,98043.99999999987
4317,98043.99999999987
4318,98043.99999999987
4319,98043.99999999987
4320,98043.99999999987
4321,98043.99999999987
4322,98043.99999999987
4323,98043.99999999987
4324,98043.99999999987
4325,98043.99999999987
4326,98043.99999999987
4327,98043.99999999987
4328,98043.99999999987
4329,98043.99999999987
4330,98043.99999999987
4331,98043.99999999987
4332,98043.99999999987
4333,98043.99999999987
4334,98043.99999999987
4335,98043.99999999987
4336,98043.99999999987
4337,98043.99999999987
4338,98043.99999999987
4339,98043.99999999987
4340,98043.99999999987
4341,98043.99999999987
4342,98043.99999999987
4343,98043.99999999987
4344,98043.99999999987
4345,98043.99999999987
4346,98043.99999999987
4347,98043.99999999987
4348,98043.99999999987
4349,98043.99999999987
4350,98043.99999999987
4351,98043.99999999987
4352,98043.99999999987
4353,98043.99999999987
4354,98043.99999999987
4355,98043.99999999987
4356,98043.99999999987
4357,98043.99999999987
4358,98043.99999999987
4359,98043.99999999987
4360,98043.99999999987
4361,98043.99999999987
4362,98043.99999999987
4363,98043.99999999987
4364,98043.99999999987
4365,98043.99999999987
4366,98043.99999999987
4367,98043.99999999987
4368,98043.99999999987
4369,98043.99999999987
4370,98043.99999999987
4371,98043.99999999987
4372,98043.99999999987
4373,98043.99999999987
4374,98043.99999999987
4375,98043.99999999987
4376,98043.99999999987
4377,98043.99999999987
4378,98043.99999999987
4379,98043.99999999987
4380,98043.99999999987
4381,98043.99999999987
4382,98043.99999999987
4383,98043.99999999987
4384,98043.99999999987
4385,98043.99999999987
4386,98043.99999999987
4387,98043.99999999987
4388,98043.99999999987
4389,98043.99999999987
4390,98043.99999999987
4391,98043.99999999987
4392,98043.99999999987
4393,98043.99999999987
4394,98043.99999999987
4395,98043.99999999987
4396,98043.99999999987
4397,98043.99999999987
4398,98043.99999999987
4399,98043.99999999987
4400,98043.99999999987
4401,98043.99999999987
4402,98043.99999999987
4403,98043.99999999987
4404,98043.99999999987
4405,98043.99999999987
4406,98043.99999999987
4407,98043.99999999987
4408,98043.99999999987
4409,98043.99999999987
4410,98043.99999999987
4411,98043.99999999987
4412,98043.99999999987
4413,98043.99999999987
4414,98043.99999999987
4415,98043.99999999987
4416,98043.99999999987
4417,98043.99999999987
4418,98043.99999999987
4419,98043.99999999987
4420,98043.99999999987
4421,98043.99999999987
4422,98043.99999999987
4423,98043.99999999987
4424,98043.99999999987
4425,98043.99999999987
4426,98043.99999999987
4427,98043.99999999987
4428,98043.99999999987
4429,98043.99999999987
4430,98043.99999999987
4431,98043.99999999987
4432,98043.99999999987
4433,98043.99999999987
4434,98043.99999999987
4435,98043.99999999987
4436,98043.99999999987
4437,98043.99999999987
4438,98043.99999999987
4439,98043.99999999987
4440,98043.99999999987
4441,98043.99999999987
4442,98043.99999999987
4443,98043.99999999987
4444,98043.99999999987
4445,98043.99999999987
4446,98043.99999999987
4447,98043.99999999987
4448,98043.99999999987
4449,98043.99999999987
4450,98043.99999999987
4451,98043.99999999987
4452,98043.99999999987
4453,98043.99999999987
4454,98043.99999999987
4455,98043.99999999987
4456,98043.99999999987
4457,98043.99999999987
4458,98043.99999999987
4459,98043.99999999987
4460,98043.99999999987
4461,98043.99999999987
4462,98043.99999999987
4463,98043.99999999987
4464,98043.99999999987
4465,98043.99999999987
4466,98043.99999999987
4467,98043.99999999987
4468,98043.99999999987
4469,98043.99999999987
4470,98043.99999999987
4471,98043.99999999987
4472,98043.99999999987
4473,98043.99999999987
4474,98043.99999999987
4475,98043.99999999987
4476,98043.99999999987
4477,98043.99999999987
4478,98043.99999999987
4479,98043.99999999987
4480,98043.99999999987
4481,98043.99999999987
4482,98043.99999999987
4483,98043.99999999987
4484,98043.99999999987
4485,98043.99999999987
4486,98043.99999999987
4487,98043.99999999987
4488,98043.99999999987
4489,98043.99999999987
4490,98043.99999999987
4491,98043.99999999987
4492,98043.99999999987
4493,98043.99999999987
4494,98043.99999999987
4495,98043.99999999987
4496,98043.99999999987
4497,98043.99999999987
4498,98043.99999999987
4499,98043.99999999987
4500,98043.99999999987
4501,98043.99999999987
4502,98043.99999999987
4503,98043.99999999987
4504,98043.99999999987
4505,98043.99999999987
4506,98043.99999999987
4507,98043.99999999987
4508,98043.99999999987
4509,98043.99999999987
4510,98043.99999999987
4511,98043.99999999987
4512,98043.99999999987
4513,98043.99999999987
4514,98043.99999999987
4515,98043.99999999987
4516,98043.99999999987
4517,98043.99999999987
4518,98043.99999999987
4519,98043.99999999987
4520,98043.99999999987
4521,98043.99999999987
4522,98043.99999999987
4523,98043.99999999987
4524,98043.99999999987
4525,98043.99999999987
4526,98043.99999999987
4527,98043.99999999987
4528,98043.99999999987
4529,98043.99999999987
4530,98043.99999999987
4531,98043.99999999987
4532,98043.99999999987
4533,98043.99999999987
4534,98043.99999999987
4535,98043.99999999987
4536,98043.99999999987
4537,98043.99999999987
4538,98043.99999999987
4539,98043.99999999987
4540,98043.99999999987
4541,98043.99999999987
4542,98043.99999999987
4543,98043.99999999987
4544,98043.99999999987
4545,98043.99999999987
4546,98043.99999999987
4547,98043.99999999987
4548,98043.99999999987
4549,98043.99999999987
4550,98043.99999999987
4551,98043.99999999987
4552,98043.99999999987
4553,98043.99999999987
4554,98043.99999999987
4555,98043.99999999987
4556,98043.99999999987
4557,98043.99999999987
4558,98043.99999999987
4559,98043.99999999987
4560,98043.99999999987
4561,98043.99999999987
4562,98043.99999999987
4563,98043.99999999987
4564,98043.99999999987
4565,98043.99999999987
4566,98043.99999999987
4567,98043.99999999987
4568,98043.99999999987
4569,98043.99999999987
4570,98043.99999999987
4571,98043.99999999987
4572,98043.99999999987
4573,98043.99999999987
4574,98043.99999999987
4575,98043.99999999987
4576,98043.99999999987
4577,98043.99999999987
4578,98043.99999999987
4579,98043.99999999987
4580,98043.99999999987
4581,98043.99999999987
4582,98043.99999999987
4583,98043.99999999987
4584,98043.99999999987
4585,98043.99999999987
4586,98043.99999999987
4587,98043.99999999987
4588,98043.99999999987
4589,98043.99999999987
4590,98043.99999999987
4591,98043.99999999987
4592,98043.99999999987
4593,98043.99999999987
4594,98043.99999999987
4595,98043.99999999987
4596,98043.99999999987
4597,98043.99999999987
4598,98043.99999999987
4599,98043.99999999987
4600,98043.99999999987
4601,98043.99999999987
4602,98043.99999999987
4603,98043.99999999987
4604,98043.99999999987
4605,98043.99999999987
4606,98043.99999999987
4607,98043.99999999987
4608,98043.99999999987
4609,98043.99999999987
4610,98043.99999999987
4611,98043.99999999987
4612,98043.99999999987
4613,98043.99999999987
4614,98043.99999999987
4615,98043.99999999987
4616,98043.99999999987
4617,98043.99999999987
4618,98043.99999999987
4619,98043.99999999987
4620,98043.99999999987
4621,98043.99999999987
4622,98043.99999999987
4623,98043.99999999987
4624,98043.99999999987
4625,98043.99999999987
4626,98043.99999999987
4627,98043.99999999987
4628,98043.99999999987
4629,98043.99999999987
4630,98043.99999999987
4631,98043.99999999987
4632,98043.99999999987
4633,98043.99999999987
4634,98043.99999999987
4635,98043.99999999987
4636,98043.99999999987
4637,98043.99999999987
4638,98043.99999999987
4639,98043.99999999987
4640,98043.99999999987
4641,98043.99999999987
4642,98043.99999999987
4643,98043.99999999987
4644,98043.99999999987
4645,98043.99999999987
4646,98043.99999999987
4647,98043.99999999987
4648,98043.99999999987
4649,98043.99999999987
4650,98043.99999999987
4651,98043.99999999987
4652,98043.99999999987
4653,98043.99999999987
4654,98043.99999999987
4655,98043.99999999987
4656,98043.99999999987
4657,98043.99999999987
4658,98043.99999999987
4659,98043.99999999987
4660,98043.99999999987
4661,98043.99999999987
4662,98043.99999999987
4663,98043.99999999987
4664,98043.99999999987
4665,98043.99999999987
4666,98043.99999999987
4667,98043.99999999987
4668,98043.99999999987
4669,98043.99999999987
4670,98043.99999999987
4671,98043.99999999987
4672,98043.99999999987
4673,98043.99999999987
4674,98043.99999999987
4675,98043.99999999987
4676,98043.99999999987
4677,98043.99999999987
4678,98043.99999999987
4679,98043.99999999987
4680,98043.99999999987
4681,98043.99999999987
4682,98043.99999999987
4683,98043.99999999987
4684,98043.99999999987
4685,98043.99999999987
4686,98043.99999999987
4687,98043.99999999987
4688,98043.99999999987
4689,98043.99999999987
4690,98043.99999999987
4691,98043.99999999987
4692,98043.99999999987
4693,98043.99999999987
4694,98043.99999999987
4695,98043.99999999987
4696,98043.99999999987
4697,98043.99999999987
4698,98043.99999999987
4699,98043.99999999987
4700,98043.99999999987
4701,98043.99999999987
4702,98043.99999999987
4703,98043.99999999987
4704,98043.99999999987
4705,98043.99999999987
4706,98043.99999999987
4707,98043.99999999987
4708,98043.99999999987
4709,98043.99999999987
4710,98043.99999999987
4711,98043.99999999987
4712,98043.99999999987
4713,98043.99999999987
4714,98043.99999999987
4715,98043.99999999987
4716,98043.99999999987
4717,98043.99999999987
4718,98043.99999999987
4719,98043.99999999987
4720,98043.99999999987
4721,98043.99999999987
4722,98043.99999999987
4723,98043.99999999987
4724,98043.99999999987
4725,98043.99999999987
4726,98043.99999999987
4727,98043.99999999987
4728,98043.99999999987
4729,98043.99999999987
4730,98043.99999999987
4731,98043.99999999987
4732,98043.99999999987
4733,98043.99999999987
4734,98043.99999999987
4735,98043.99999999987
4736,98043.99999999987
4737,98043.99999999987
4738,98043.99999999987
4739,98043.99999999987
4740,98043.99999999987
4741,98043.99999999987
4742,98043.99999999987
4743,98043.99999999987
4744,98043.99999999987
4745,98043.99999999987
4746,98043.99999999987
4747,98043.99999999987
4748,98043.99999999987
4749,98043.99999999987
4750,98043.99999999987
4751,98043.99999999987
4752,98043.99999999987
4753,98043.99999999987
4754,98043.99999999987
4755,98043.99999999987
4756,98043.99999999987
4757,98043.99999999987
4758,98043.99999999987
4759,98043.99999999987
4760,98043.99999999987
4761,98043.99999999987
4762,98043.99999999987
4763,98043.99999999987
4764,98043.99999999987
4765,98043.99999999987
4766,98043.99999999987
4767,98043.99999999987
4768,98043.99999999987
4769,98043.99999999987
4770,98043.99999999987
4771,98043.99999999987
4772,98043.99999999987
4773,98043.99999999987
4774,98043.99999999987
4775,98043.99999999987
4776,98043.99999999987
4777,98043.99999999987
4778,98043.99999999987
4779,98043.99999999987
4780,98043.99999999987
4781,98043.99999999987
4782,98043.99999999987
4783,98043.99999999987
4784,98043.99999999987
4785,98043.99999999987
4786,98043.99999999987
4787,98043.99999999987
4788,98043.99999999987
4789,98043.99999999987
4790,98043.99999999987
4791,98043.99999999987
4792,98043.99999999987
4793,98043.99999999987
4794,98043.99999999987
4795,98043.99999999987
4796,98043.99999999987
4797,98043.99999999987
4798,98043.99999999987
4799,98043.99999999987
4800,98043.99999999987
4801,98043.99999999987
4802,98043.99999999987
4803,98043.99999999987
4804,98043.99999999987
4805,98043.99999999987
4806,98043.99999999987
4807,98043.99999999987
4808,98043.99999999987
4809,98043.99999999987
4810,98043.99999999987
4811,98043.99999999987
4812,98043.99999999987
4813,98043.99999999987
4814,98043.99999999987
4815,98043.99999999987
4816,98043.99999999987
4817,98043.99999999987
4818,98043.99999999987
4819,98043.99999999987
4820,98043.99999999987
4821,98043.99999999987
4822,98043.99999999987
4823,98043.99999999987
4824,98043.99999999987
4825,98043.99999999987
4826,98043.99999999987
4827,98043.99999999987
4828,98043.99999999987
4829,98043.99999999987
4830,98043.99999999987
4831,98043.99999999987
4832,98043.99999999987
4833,98043.99999999987
4834,98043.99999999987
4835,98043.99999999987
4836,98043.99999999987
4837,98043.99999999987
4838,98043.99999999987
4839,98043.99999999987
4840,98043.99999999987
4841,98043.99999999987
4842,98043.99999999987
4843,98043.99999999987
4844,98043.99999999987
4845,98043.99999999987
4846,98043.99999999987
4847,98043.99999999987
4848,98043.99999999987
4849,98043.99999999987
4850,98043.99999999987
4851,98043.99999999987
4852,98043.99999999987
4853,98043.99999999987
4854,98043.99999999987
4855,98043.99999999987
4856,98043.99999999987
4857,98043.99999999987
4858,98043.99999999987
4859,98043.99999999987
4860,98043.99999999987
4861,98043.99999999987
4862,98043.99999999987
4863,98043.99999999987
4864,98043.99999999987
4865,98043.99999999987
4866,98043.99999999987
4867,98043.99999999987
4868,98043.99999999987
4869,98043.99999999987
4870,98043.99999999987
4871,98043.99999999987
4872,98043.99999999987
4873,98043.99999999987
4874,98043.99999999987
4875,98043.99999999987
4876,98043.99999999987
4877,98043.99999999987
4878,98043.99999999987
4879,98043.99999999987
4880,98043.99999999987
4881,98043.99999999987
4882,98043.99999999987
4883,98043.99999999987
4884,98043.99999999987
4885,98043.99999999987
4886,98043.99999999987
4887,98043.99999999987
4888,98043.99999999987
4889,98043.99999999987
4890,98043.99999999987
4891,98043.99999999987
4892,98043.99999999987
4893,98043.99999999987
4894,98043.99999999987
4895,98043.99999999987
4896,98043.99999999987
4897,98043.99999999987
4898,98043.99999999987
4899,98043.99999999987
4900,98043.99999999987
4901,98043.99999999987
4902,98043.99999999987
4903,98043.99999999987
4904,98043.99999999987
4905,98043.99999999987
4906,98043.99999999987
4907,98043.99999999987
4908,98043.99999999987
4909,98043.99999999987
4910,98043.99999999987
4911,98043.99999999987
4912,98043.99999999987
4913,98043.99999999987
4914,98043.99999999987
4915,98043.99999999987
4916,98043.99999999987
4917,98043.99999999987
4918,98043.99999999987
4919,98043.99999999987
4920,98043.99999999987
4921,98043.99999999987
4922,98043.99999999987
4923,98043.99999999987
4924,98043.99999999987
4925,98043.99999999987
4926,98043.99999999987
4927,98043.99999999987
